DistanceKm,DurationMin,Weight,Volume,CarType,FinalPrice
69,125,2539,13,Small van,4086
5,9,657,51,Furniture van,2490
115,169,1995,55,Medium van,6282
43,93,4892,30,Refrigerator,7031
14,25,4965,36,Tented truck,5679
140,304,386,34,Furniture van,7398
50,63,9875,46,Medium van,8539
112,193,9528,14,Dump truck,15102
54,107,3209,56,Tented truck,7349
96,178,7414,19,Medium van,8719
54,109,9908,17,Furniture van,8843
158,298,9418,13,Furniture van,10161
159,249,7559,45,Isothermal van,12306
46,81,9750,54,Medium van,9156
128,235,3860,27,Refrigerator,10797
183,289,1980,31,Isothermal van,10532
100,127,3884,38,Medium van,6982
75,104,8875,18,Furniture van,8318
60,109,5837,42,Refrigerator,9737
75,157,4387,17,Small van,5496
138,186,350,19,Dump truck,11926
35,63,3845,27,Refrigerator,5637
43,70,3405,47,Dump truck,6900
88,133,9214,56,Small van,7617
138,168,7168,53,Dump truck,14135
31,40,1255,5,Medium van,1990
73,108,9230,31,Tented truck,11307
82,104,2201,59,Medium van,5800
9,13,5195,49,Tented truck,7111
10,20,3819,31,Dump truck,6221
181,356,7570,21,Tented truck,19730
124,236,4019,10,Dump truck,13258
51,75,2407,39,Dump truck,8386
167,305,1655,19,Dump truck,13859
116,210,5265,12,Refrigerator,9596
104,176,9054,32,Furniture van,10537
4,7,4798,48,Dump truck,5835
48,60,7782,29,Isothermal van,6818
23,41,957,36,Small van,2736
158,315,7650,31,Refrigerator,13883
149,293,9411,46,Furniture van,13930
80,141,1035,7,Isothermal van,5579
194,272,6943,17,Refrigerator,14813
103,185,6376,21,Furniture van,9002
121,230,877,3,Dump truck,11737
91,136,9659,43,Dump truck,12650
146,300,1101,43,Medium van,7872
54,70,6188,43,Medium van,6654
195,295,3287,36,Medium van,9729
120,165,2891,7,Small van,4296
35,55,8955,50,Tented truck,10016
103,184,8235,22,Tented truck,12481
115,232,4038,10,Tented truck,11374
177,364,5450,6,Isothermal van,11403
142,178,8235,48,Small van,9311
50,105,9143,53,Tented truck,10159
114,195,6343,2,Refrigerator,9028
22,40,5477,29,Medium van,4431
81,138,9829,12,Small van,8643
159,278,8436,60,Refrigerator,16399
47,83,6978,37,Medium van,7575
101,220,620,18,Tented truck,9645
97,184,1348,28,Isothermal van,6611
141,242,9122,22,Isothermal van,11233
68,108,896,51,Dump truck,7379
181,356,6480,34,Medium van,9020
32,38,4668,54,Medium van,6331
140,176,655,42,Furniture van,8030
164,218,258,34,Tented truck,13470
86,167,157,19,Furniture van,4730
157,339,4126,35,Dump truck,15299
122,200,1635,37,Tented truck,11718
161,202,1216,31,Tented truck,14152
47,71,1378,28,Isothermal van,3857
156,302,1736,35,Tented truck,13796
128,168,2301,11,Isothermal van,8397
13,16,7652,30,Medium van,6025
88,177,8879,25,Furniture van,8238
120,260,6346,49,Dump truck,15760
51,63,7778,7,Small van,6032
170,323,5474,23,Dump truck,19014
133,210,3951,45,Furniture van,9789
163,356,8108,15,Small van,9381
111,192,4363,35,Furniture van,8232
14,29,3651,21,Tented truck,4759
101,175,9917,51,Medium van,10331
84,109,1849,38,Furniture van,6240
132,240,4813,8,Furniture van,8270
128,249,8227,3,Medium van,9210
77,125,4179,12,Dump truck,10428
37,73,4593,58,Tented truck,7343
39,61,2136,38,Furniture van,3873
35,54,7072,6,Medium van,5665
152,272,8513,54,Tented truck,18629
78,156,8268,52,Small van,7328
186,306,98,54,Furniture van,8019
25,50,8086,10,Medium van,6080
107,208,5710,60,Small van,8495
120,185,9108,44,Medium van,10305
117,214,810,56,Tented truck,9441
111,182,3411,48,Dump truck,12410
36,71,4693,1,Dump truck,6673
158,271,5917,26,Medium van,9139
185,349,5293,24,Medium van,10684
3,4,7889,44,Isothermal van,5979
141,179,258,2,Small van,3480
95,199,2903,51,Tented truck,9928
38,60,6589,53,Tented truck,9746
17,31,4504,32,Tented truck,6300
35,52,261,47,Medium van,3196
70,137,8994,6,Refrigerator,9257
165,212,9827,54,Furniture van,12851
105,135,636,60,Furniture van,6623
79,148,1249,28,Refrigerator,7563
173,335,2772,15,Tented truck,12578
160,193,1246,60,Dump truck,15651
165,226,1657,13,Dump truck,14355
152,249,8136,57,Medium van,12006
10,14,5578,20,Dump truck,5390
49,76,3552,46,Small van,4623
152,220,4830,12,Refrigerator,10357
27,55,529,18,Medium van,1953
98,206,3976,41,Small van,6382
97,201,9575,21,Isothermal van,9971
25,39,7029,43,Isothermal van,6733
18,36,5961,46,Dump truck,7703
123,193,1038,20,Small van,4415
54,91,9613,60,Tented truck,11318
44,81,9456,46,Medium van,9428
39,49,693,39,Medium van,3580
179,261,2243,59,Refrigerator,13561
54,111,5032,6,Furniture van,6275
70,106,8471,52,Medium van,8183
22,39,5699,4,Dump truck,6249
17,31,5976,54,Isothermal van,6569
54,70,7490,9,Furniture van,5868
49,107,2920,6,Medium van,3729
20,32,151,13,Refrigerator,3072
77,132,1348,10,Medium van,4353
1,2,3353,56,Tented truck,4430
170,288,8784,7,Dump truck,15910
152,271,6014,49,Refrigerator,13513
167,270,7942,42,Dump truck,19722
119,156,8929,16,Medium van,8651
74,123,862,41,Refrigerator,7197
51,91,8365,4,Isothermal van,7882
32,53,6315,21,Isothermal van,5355
124,215,4998,7,Small van,5275
177,352,1532,8,Tented truck,12609
163,321,9105,31,Tented truck,16247
35,73,3954,14,Tented truck,5672
52,65,7047,53,Refrigerator,8443
110,165,7053,36,Refrigerator,13212
60,111,5762,37,Furniture van,7231
47,59,8147,46,Small van,7418
29,53,3257,30,Medium van,3931
147,283,9041,47,Furniture van,13147
137,214,3924,51,Medium van,8491
25,54,2632,38,Medium van,4213
9,14,4487,41,Refrigerator,5477
60,108,9180,26,Small van,7956
188,351,1424,1,Dump truck,17020
156,256,3305,9,Furniture van,8984
30,60,3643,53,Small van,4498
21,37,6945,52,Medium van,7054
65,96,6659,21,Small van,5931
150,325,5091,18,Dump truck,16027
80,166,8364,31,Refrigerator,12075
88,124,1791,49,Refrigerator,7094
72,108,2224,45,Refrigerator,7041
138,272,7204,21,Refrigerator,13085
21,35,4063,28,Medium van,4319
178,249,3308,7,Refrigerator,11847
102,203,6028,45,Furniture van,8465
95,117,4833,41,Dump truck,11337
73,122,2866,11,Refrigerator,6458
22,44,9036,24,Furniture van,6496
142,213,472,42,Small van,5157
89,151,326,47,Dump truck,10502
189,337,7868,20,Dump truck,19060
169,301,9485,27,Furniture van,11766
25,39,7778,9,Furniture van,6636
160,233,2312,25,Dump truck,13919
86,184,7162,40,Refrigerator,10451
16,32,878,2,Refrigerator,2281
192,314,8696,2,Small van,10390
48,58,3990,50,Dump truck,9885
61,125,841,41,Tented truck,6728
39,57,5153,29,Small van,4112
34,47,8967,32,Refrigerator,8797
63,92,9629,13,Small van,6214
150,184,862,53,Dump truck,14107
104,139,7198,9,Tented truck,11681
52,88,1545,37,Dump truck,6475
42,57,2461,27,Medium van,3553
143,189,1163,37,Medium van,5780
156,282,982,38,Small van,5473
93,199,9625,3,Small van,6846
25,33,4627,29,Furniture van,5060
134,185,2364,58,Tented truck,11830
34,41,6303,58,Isothermal van,6717
77,162,5573,32,Isothermal van,8267
104,140,2258,32,Medium van,6154
136,237,4387,47,Furniture van,9583
136,259,1253,41,Tented truck,10808
185,294,6440,8,Isothermal van,10880
3,4,2922,9,Isothermal van,3201
98,205,3105,59,Tented truck,9924
109,153,3048,7,Small van,3945
84,183,5641,33,Dump truck,10742
144,233,9348,51,Furniture van,11633
145,214,924,40,Tented truck,11600
113,231,8974,37,Dump truck,17001
91,196,425,11,Isothermal van,5809
55,71,3451,30,Refrigerator,5893
154,268,1975,58,Isothermal van,11166
117,255,2645,39,Dump truck,13220
187,332,949,17,Small van,4892
194,304,3468,14,Small van,6903
171,238,1382,44,Refrigerator,12037
27,50,6681,40,Furniture van,6316
68,141,9347,47,Furniture van,10492
96,183,8245,40,Isothermal van,10647
86,124,4614,4,Isothermal van,6489
6,11,1711,13,Isothermal van,2485
184,268,5350,14,Medium van,8192
4,5,2452,23,Isothermal van,2781
152,197,5384,54,Refrigerator,13615
197,302,9734,60,Tented truck,19424
153,272,7861,32,Small van,9695
49,90,9108,26,Furniture van,9047
19,24,5918,43,Tented truck,8176
120,168,8691,11,Dump truck,13862
29,55,4198,40,Furniture van,4647
72,157,9544,3,Small van,7931
16,34,4105,57,Refrigerator,6473
84,161,5634,56,Medium van,7445
135,200,1667,36,Furniture van,7615
85,103,3409,4,Medium van,4574
182,310,8283,31,Tented truck,18707
92,199,7120,10,Tented truck,10658
142,240,7425,55,Isothermal van,10588
101,150,6210,47,Furniture van,9621
99,122,720,30,Medium van,4907
193,338,5663,18,Furniture van,10922
94,160,3679,24,Dump truck,12028
131,180,2725,27,Refrigerator,10861
170,214,3889,14,Tented truck,16337
152,303,5804,27,Small van,6685
79,136,5480,29,Dump truck,10756
18,35,6029,21,Refrigerator,6177
20,43,7566,25,Small van,5902
145,274,4439,57,Small van,7900
147,190,5980,20,Refrigerator,11139
47,97,6991,39,Small van,5420
22,33,9566,4,Refrigerator,7405
115,144,7995,5,Small van,7722
70,123,6894,8,Furniture van,7260
188,293,7743,36,Isothermal van,14991
98,124,2317,4,Furniture van,5134
4,5,6238,36,Dump truck,6975
100,213,7459,37,Refrigerator,12949
134,259,1768,10,Small van,4679
49,67,7037,3,Small van,5506
5,8,2259,46,Isothermal van,3461
132,279,377,18,Small van,3720
194,418,7784,21,Small van,9439
176,240,670,54,Isothermal van,9721
45,63,1625,35,Furniture van,4718
179,384,8044,55,Isothermal van,13683
141,251,8368,20,Tented truck,16439
62,93,3776,55,Medium van,6829
50,109,929,12,Refrigerator,4925
179,358,6867,31,Dump truck,20802
193,305,3420,29,Small van,7103
48,87,3232,52,Isothermal van,6704
150,200,2766,21,Refrigerator,9467
90,132,4811,39,Small van,6227
63,110,2516,13,Refrigerator,5739
121,243,7924,5,Furniture van,10555
61,81,3247,49,Refrigerator,8151
85,131,2871,6,Isothermal van,6554
95,198,4021,44,Small van,5234
60,107,6594,19,Isothermal van,6855
89,127,5506,9,Small van,5780
162,337,6040,18,Medium van,9901
178,339,7812,36,Medium van,9870
162,260,4724,54,Medium van,8150
25,43,3425,42,Refrigerator,5332
200,409,3751,16,Refrigerator,12865
144,176,7446,57,Isothermal van,11995
59,75,6769,56,Refrigerator,8641
158,213,8737,37,Tented truck,15906
34,66,3523,60,Furniture van,5085
122,207,9335,52,Medium van,10900
77,134,7046,39,Furniture van,7349
129,193,5729,56,Dump truck,16943
183,230,557,45,Dump truck,16383
44,56,3862,31,Refrigerator,7008
85,162,6825,14,Isothermal van,8812
122,172,6650,45,Tented truck,13978
175,349,5118,27,Refrigerator,14670
40,80,1133,55,Isothermal van,5451
82,112,2174,26,Tented truck,8774
10,17,8731,50,Isothermal van,8133
183,263,7531,35,Refrigerator,14851
151,216,5843,47,Furniture van,9980
122,261,2517,14,Medium van,5341
33,40,7180,50,Refrigerator,8640
115,169,6795,14,Small van,7533
41,64,7333,47,Tented truck,9055
62,130,8326,19,Furniture van,8912
118,153,4321,36,Small van,6603
152,243,5136,52,Isothermal van,11924
178,306,1011,29,Isothermal van,10467
131,238,7369,25,Small van,7266
147,180,1556,28,Isothermal van,9482
60,84,5521,49,Medium van,5783
51,87,1518,30,Furniture van,4552
160,294,3366,16,Tented truck,12306
124,245,9407,26,Medium van,9489
126,170,7602,54,Small van,8204
151,246,849,27,Tented truck,12749
123,153,6756,35,Isothermal van,10545
24,34,6967,23,Tented truck,7172
185,377,2581,30,Refrigerator,11443
26,48,4373,24,Dump truck,6098
50,98,9326,48,Refrigerator,8978
143,287,6052,12,Isothermal van,11045
162,228,1262,3,Refrigerator,9629
104,131,8700,10,Dump truck,15530
112,195,2227,24,Medium van,5636
100,175,8473,18,Tented truck,14305
121,169,8037,30,Small van,7340
137,221,2395,30,Furniture van,6913
130,235,9742,13,Refrigerator,12539
29,36,9650,29,Isothermal van,8488
25,52,6072,53,Small van,5037
75,115,327,9,Furniture van,3719
199,388,726,6,Dump truck,17734
110,171,2376,43,Isothermal van,8110
37,73,2833,7,Small van,2500
140,304,3444,58,Small van,6314
111,216,7817,55,Small van,8079
97,208,2512,6,Furniture van,6025
199,356,8649,33,Refrigerator,16201
186,358,8644,56,Refrigerator,18254
28,49,392,16,Isothermal van,2566
150,218,7002,5,Medium van,8791
26,46,6556,54,Medium van,6043
185,279,265,53,Small van,6428
38,52,97,27,Tented truck,5237
143,175,7517,16,Isothermal van,10760
186,386,5192,50,Dump truck,18668
114,142,1786,35,Medium van,5729
148,296,8387,58,Dump truck,18829
92,143,3064,54,Dump truck,10999
2,3,613,18,Tented truck,2287
126,154,720,7,Medium van,5047
194,273,5331,49,Tented truck,20169
40,78,7728,19,Refrigerator,8059
64,123,1163,58,Dump truck,8769
138,204,2326,23,Furniture van,6588
53,115,4959,38,Small van,4600
96,138,5206,49,Dump truck,11604
96,196,4158,27,Refrigerator,10555
48,71,7129,58,Tented truck,10719
31,44,4897,10,Tented truck,6509
39,79,6470,10,Furniture van,5838
148,194,8376,33,Dump truck,16460
53,115,1187,24,Dump truck,7258
197,362,5271,17,Tented truck,14919
41,74,1353,21,Furniture van,3792
137,259,6971,38,Small van,8742
106,194,9671,14,Tented truck,12493
92,182,7539,7,Medium van,7645
11,17,3398,24,Medium van,3694
52,104,903,44,Refrigerator,5749
124,223,2048,32,Isothermal van,8117
150,314,5891,25,Tented truck,16797
42,88,4483,49,Tented truck,8595
103,193,6025,14,Dump truck,11147
38,56,9755,54,Isothermal van,10472
114,228,3272,9,Refrigerator,9583
171,349,4977,54,Medium van,10808
191,368,1544,34,Tented truck,16517
114,209,6661,55,Dump truck,12879
162,228,5018,7,Isothermal van,9167
130,214,4130,15,Dump truck,14580
68,109,4926,18,Dump truck,8766
21,43,930,45,Small van,2371
83,142,1300,39,Medium van,4572
142,197,9786,38,Small van,10191
107,231,2767,22,Furniture van,7302
200,438,130,52,Furniture van,10112
127,267,6077,35,Furniture van,10610
184,366,9146,5,Isothermal van,14066
101,157,4119,38,Small van,5415
175,371,4470,24,Dump truck,14734
28,52,4617,13,Tented truck,6764
146,206,8383,13,Tented truck,13818
42,50,5652,54,Dump truck,10525
172,265,6606,11,Small van,7966
40,55,6708,4,Refrigerator,6495
55,120,3488,45,Dump truck,7781
96,206,1473,7,Furniture van,4811
97,134,6315,51,Medium van,7606
66,139,7810,34,Medium van,8662
183,302,515,7,Small van,4943
12,15,2211,10,Furniture van,2732
18,36,9860,6,Small van,6498
40,76,3766,28,Dump truck,6929
197,287,6940,6,Dump truck,20168
152,233,7206,22,Medium van,8475
67,111,8826,8,Dump truck,11997
193,401,4361,21,Dump truck,18028
80,157,2939,56,Tented truck,8802
82,119,2042,16,Medium van,3965
74,112,129,1,Medium van,3133
53,84,4395,5,Tented truck,7932
68,119,3793,35,Isothermal van,6212
145,207,6820,19,Tented truck,12944
162,244,5124,54,Medium van,9875
16,31,335,45,Dump truck,4558
95,191,9105,50,Small van,9218
74,90,4465,38,Small van,5938
88,157,204,36,Tented truck,7832
141,297,2534,3,Furniture van,7770
89,175,8126,48,Tented truck,14039
164,198,6523,6,Isothermal van,12275
7,14,1507,21,Isothermal van,2543
50,85,7103,26,Furniture van,6515
81,167,4249,42,Small van,6311
132,191,2996,44,Medium van,7713
11,23,2123,24,Dump truck,3998
66,115,8980,36,Isothermal van,8458
109,226,796,5,Dump truck,10959
133,170,3936,9,Dump truck,11261
122,165,2289,43,Medium van,6399
52,66,8062,22,Furniture van,7626
34,53,2791,57,Small van,4846
165,229,1976,36,Medium van,8327
123,197,152,13,Isothermal van,6909
115,143,5274,36,Tented truck,11268
10,18,9194,35,Dump truck,8423
19,36,4080,33,Small van,3959
112,146,2760,51,Refrigerator,10324
139,256,7606,41,Furniture van,11439
77,136,202,45,Tented truck,8763
63,128,2932,43,Dump truck,9744
192,244,3487,34,Small van,6494
14,27,5524,48,Refrigerator,6230
3,3,9441,10,Tented truck,6164
125,175,9069,49,Medium van,10158
161,330,9731,43,Medium van,11520
119,197,2441,19,Small van,4512
32,69,3037,58,Furniture van,4788
82,163,7163,4,Dump truck,12848
66,121,7089,55,Isothermal van,8827
50,85,4433,36,Medium van,5212
85,186,3734,54,Furniture van,6744
142,224,419,23,Dump truck,12810
95,147,3430,52,Isothermal van,8066
124,214,8398,40,Tented truck,13985
57,76,4745,1,Furniture van,5688
6,8,4402,53,Refrigerator,5091
171,247,8825,19,Refrigerator,15604
91,152,736,21,Refrigerator,6214
74,153,8048,30,Tented truck,11661
107,131,4801,36,Tented truck,12917
186,242,4763,46,Medium van,10464
72,145,1630,43,Furniture van,5226
160,245,8716,58,Medium van,12025
162,300,8428,9,Small van,7610
181,254,1858,56,Tented truck,14197
60,92,2962,31,Refrigerator,7635
148,254,4566,45,Isothermal van,10828
122,253,1025,26,Small van,4821
89,116,8930,36,Isothermal van,9415
124,175,7389,60,Isothermal van,13126
32,68,4368,2,Small van,3142
99,123,8693,41,Furniture van,9293
92,139,1968,50,Refrigerator,7990
130,222,8645,21,Furniture van,10249
167,332,8287,29,Small van,9235
31,60,9500,48,Tented truck,10097
14,18,2865,26,Medium van,3040
61,94,1445,11,Isothermal van,4226
25,51,988,33,Refrigerator,4648
170,345,473,52,Dump truck,15696
118,233,1653,44,Medium van,6292
186,230,5521,36,Refrigerator,13724
34,60,6592,29,Dump truck,7561
64,87,211,6,Isothermal van,3501
14,28,264,29,Tented truck,3526
100,174,5656,29,Medium van,8364
106,156,9429,51,Refrigerator,12323
94,134,3718,55,Tented truck,12141
63,112,7545,5,Dump truck,10755
92,139,917,25,Dump truck,10457
72,91,4210,10,Small van,3980
108,196,9903,37,Medium van,9281
53,96,304,48,Medium van,3370
176,344,9034,13,Dump truck,16984
97,178,6215,6,Isothermal van,7453
50,89,4113,20,Tented truck,7284
15,19,2430,13,Tented truck,4700
104,187,7017,30,Furniture van,8457
43,81,4917,2,Medium van,4637
181,347,6445,7,Tented truck,16624
110,203,8273,15,Isothermal van,9544
170,370,6918,44,Isothermal van,11835
199,239,2471,46,Furniture van,10362
192,237,1695,4,Tented truck,14462
31,41,5604,52,Tented truck,7546
16,22,4342,33,Small van,4306
120,249,7154,12,Refrigerator,12753
11,14,9007,38,Refrigerator,7635
12,23,8332,7,Isothermal van,6321
162,234,6049,55,Dump truck,16341
6,12,4749,52,Small van,4060
35,56,4235,58,Tented truck,7176
44,63,5645,28,Refrigerator,6276
170,365,351,22,Dump truck,12417
122,187,3447,52,Small van,6076
79,134,3003,26,Furniture van,5974
63,120,7238,59,Tented truck,11704
29,47,5592,24,Small van,5080
64,92,5503,46,Furniture van,7257
121,207,3870,15,Small van,5104
127,160,231,11,Medium van,4842
175,253,9415,5,Isothermal van,12490
145,228,6127,8,Medium van,8372
130,197,132,32,Medium van,5686
79,143,7773,26,Tented truck,11418
165,328,9771,59,Isothermal van,16675
129,216,254,20,Medium van,5396
93,179,7562,4,Small van,7211
59,104,7473,11,Refrigerator,8000
77,124,307,59,Small van,3966
124,148,9770,22,Tented truck,12790
126,271,3846,2,Medium van,6161
31,51,5648,40,Furniture van,6815
127,242,7187,6,Medium van,7238
72,133,4525,49,Isothermal van,7661
75,91,4282,49,Refrigerator,9607
153,231,1348,1,Small van,4802
48,74,3490,54,Refrigerator,7773
153,259,3445,10,Furniture van,7119
106,182,1798,57,Refrigerator,8942
82,124,6888,33,Medium van,8062
17,30,1585,2,Isothermal van,2645
62,131,9631,25,Refrigerator,11338
150,294,1027,5,Refrigerator,10054
179,374,817,59,Furniture van,9211
174,249,6983,4,Small van,7529
15,20,6363,14,Refrigerator,5274
178,381,1745,5,Tented truck,11927
96,176,106,4,Dump truck,7945
9,14,2215,7,Dump truck,4024
42,78,4985,1,Small van,4054
181,259,9506,4,Furniture van,12874
19,31,2210,41,Tented truck,4607
49,75,2504,60,Small van,4758
34,45,6327,49,Small van,6399
139,278,3544,15,Medium van,6963
182,230,8524,31,Tented truck,18046
9,15,1201,18,Small van,1775
90,153,9153,22,Medium van,7518
137,187,3409,54,Dump truck,15551
200,433,3239,17,Tented truck,14856
194,331,1584,7,Refrigerator,12799
70,130,1430,36,Isothermal van,5231
66,136,4707,33,Furniture van,6570
72,95,714,12,Isothermal van,4938
130,264,9082,35,Small van,8527
75,91,6895,58,Small van,7197
137,284,452,46,Tented truck,12988
163,207,4467,5,Furniture van,8657
121,249,3688,17,Dump truck,12380
53,81,3841,49,Furniture van,6984
85,163,7399,12,Medium van,7513
88,109,5298,31,Dump truck,11961
52,93,5229,13,Dump truck,8161
160,222,6046,11,Furniture van,11026
181,316,4392,30,Medium van,9689
30,36,5117,24,Medium van,4795
191,237,7080,19,Medium van,8999
164,297,5213,15,Tented truck,14761
107,217,4489,19,Refrigerator,9286
165,308,2732,15,Refrigerator,12625
5,10,7941,32,Small van,5795
161,232,8807,2,Small van,9153
38,48,1429,23,Tented truck,5819
33,71,1535,40,Furniture van,4423
52,75,2515,27,Tented truck,7019
155,337,7948,44,Tented truck,17922
157,314,2446,3,Tented truck,14050
68,115,2749,3,Dump truck,7393
181,344,4488,3,Furniture van,8455
61,126,4984,47,Dump truck,10038
21,36,9570,21,Furniture van,7786
12,16,9596,29,Furniture van,6251
26,36,4931,29,Dump truck,7394
92,172,8461,55,Tented truck,13694
177,380,4015,29,Isothermal van,10985
155,334,3034,34,Isothermal van,10941
67,97,5413,20,Tented truck,10416
6,7,8285,58,Small van,5843
69,151,5021,12,Dump truck,8804
146,263,8456,10,Isothermal van,11828
56,92,1641,17,Small van,2542
72,151,3823,53,Small van,6160
11,20,7775,6,Dump truck,6150
10,19,1004,56,Refrigerator,3739
59,108,937,24,Medium van,3748
122,162,4265,53,Refrigerator,9903
4,8,4124,31,Isothermal van,3733
195,361,5175,17,Furniture van,11209
6,12,4769,58,Dump truck,5807
191,348,7723,31,Medium van,12529
176,314,6392,35,Isothermal van,13379
69,92,7786,58,Isothermal van,9674
135,224,7271,45,Tented truck,17064
60,101,4809,10,Furniture van,5748
191,350,9782,29,Isothermal van,16618
137,193,2601,60,Isothermal van,9707
107,174,7840,43,Small van,9227
24,46,7285,24,Dump truck,8475
149,319,4700,58,Medium van,9118
104,202,6330,28,Medium van,8700
132,274,6684,37,Refrigerator,12822
145,193,9203,24,Small van,9193
183,355,5628,42,Isothermal van,14173
89,167,5223,16,Furniture van,7588
71,100,4530,48,Medium van,5959
75,151,5124,18,Tented truck,9222
21,35,7185,48,Furniture van,7295
137,195,2572,29,Medium van,6121
68,140,5154,50,Furniture van,7874
51,95,4842,3,Furniture van,5769
19,28,5406,25,Medium van,4270
90,162,2785,16,Isothermal van,6830
180,308,5833,1,Medium van,9543
58,119,8429,17,Isothermal van,7238
183,388,6049,9,Dump truck,17810
44,55,5486,25,Small van,5550
158,340,9607,3,Tented truck,18327
113,192,8268,31,Medium van,8707
23,31,8519,56,Dump truck,10594
23,35,2072,3,Furniture van,2571
107,175,7390,8,Isothermal van,8705
68,89,1024,32,Medium van,3904
14,21,974,21,Isothermal van,2450
167,366,938,27,Tented truck,12321
5,9,844,18,Dump truck,3349
36,56,8427,31,Medium van,6250
185,342,9495,20,Dump truck,17235
156,270,7560,56,Refrigerator,14466
43,93,1057,9,Tented truck,5093
57,79,965,48,Furniture van,5082
37,56,650,5,Dump truck,5211
19,25,9079,49,Refrigerator,7692
110,169,1916,4,Dump truck,10501
2,2,8829,55,Refrigerator,7897
48,62,4434,44,Isothermal van,7378
181,376,3913,30,Isothermal van,12729
61,100,2040,38,Dump truck,7280
115,146,1108,21,Small van,4603
120,160,8164,33,Medium van,8645
75,131,8207,19,Furniture van,7401
26,37,4428,4,Dump truck,6859
129,194,1369,24,Tented truck,11501
67,89,7192,13,Dump truck,10066
137,249,5491,54,Small van,7683
83,122,881,54,Medium van,5516
132,162,935,54,Furniture van,8211
92,156,9708,51,Tented truck,13432
27,50,4286,6,Furniture van,4428
4,6,1365,27,Furniture van,2457
127,165,8534,4,Isothermal van,11342
173,299,6331,47,Isothermal van,13244
177,362,9579,14,Tented truck,15517
88,148,176,16,Refrigerator,7177
146,318,1617,4,Refrigerator,10258
150,293,232,57,Tented truck,12551
1,1,6650,17,Medium van,4188
170,343,9815,6,Small van,9097
101,209,8792,21,Dump truck,11992
153,266,214,24,Medium van,5232
134,249,156,48,Refrigerator,10853
156,212,8779,1,Dump truck,15943
16,21,497,32,Refrigerator,3395
95,173,1683,28,Isothermal van,7343
28,59,4030,16,Small van,4043
27,36,9132,4,Refrigerator,8135
164,228,4396,5,Furniture van,9895
107,172,7350,29,Tented truck,12077
128,173,9166,21,Medium van,8513
186,238,2611,60,Dump truck,16561
120,182,2520,41,Small van,5063
70,101,6207,8,Tented truck,8375
61,117,9102,54,Furniture van,10347
69,117,4552,17,Tented truck,9667
4,7,1324,20,Small van,1601
143,272,7824,53,Refrigerator,15383
13,24,1427,27,Isothermal van,2837
121,218,4645,49,Dump truck,14812
83,115,6732,27,Isothermal van,7866
89,192,3080,12,Tented truck,8461
191,243,2907,45,Tented truck,16884
4,7,9039,23,Refrigerator,6224
35,53,6759,55,Isothermal van,7161
191,272,2172,43,Tented truck,15168
164,258,6951,45,Tented truck,16098
149,202,7708,46,Medium van,11058
63,100,13,34,Small van,2716
110,153,7379,3,Medium van,7236
158,262,6892,41,Dump truck,15323
16,22,9269,45,Small van,6775
50,64,1031,60,Medium van,3775
43,90,9244,11,Refrigerator,8785
76,100,6151,32,Tented truck,9683
103,190,4528,5,Small van,5883
146,215,3502,15,Tented truck,11150
172,338,9582,16,Small van,8409
56,68,8447,44,Furniture van,8956
59,117,5888,23,Refrigerator,7122
186,269,2741,16,Dump truck,15714
163,316,6031,32,Dump truck,14776
19,33,6389,6,Medium van,4698
171,277,7611,42,Isothermal van,12787
71,139,8899,1,Refrigerator,10132
167,238,9031,11,Refrigerator,13515
97,132,6087,6,Refrigerator,9910
86,117,5096,43,Medium van,7493
174,220,491,20,Isothermal van,8459
183,383,3658,41,Isothermal van,11076
29,62,9608,7,Refrigerator,7684
42,71,5729,39,Small van,5640
127,254,2250,39,Medium van,6460
96,186,5402,33,Medium van,8328
197,273,4415,23,Tented truck,16200
128,226,5836,4,Tented truck,13626
28,54,5659,22,Dump truck,8327
48,95,4732,3,Small van,4030
72,124,4158,19,Refrigerator,8713
110,156,8494,21,Isothermal van,11847
102,215,5631,55,Isothermal van,8544
126,188,4603,49,Isothermal van,11165
139,263,9901,49,Medium van,10564
200,376,1766,12,Tented truck,14433
48,68,1392,48,Isothermal van,4652
34,62,4290,56,Furniture van,5224
92,122,6200,58,Small van,7889
19,30,4071,27,Furniture van,4674
70,103,4407,23,Furniture van,6490
172,325,606,49,Refrigerator,11178
162,205,9372,11,Refrigerator,13812
180,368,3100,1,Small van,6006
110,182,3987,2,Isothermal van,6584
73,119,5631,38,Dump truck,11501
196,374,8570,23,Furniture van,12392
128,199,6539,6,Small van,7398
91,163,8945,25,Medium van,8569
86,172,1523,11,Isothermal van,5411
106,173,7184,12,Small van,6505
165,268,1159,37,Tented truck,11912
124,268,9650,21,Tented truck,13767
165,305,6382,45,Medium van,11311
33,48,3167,47,Small van,3821
146,181,5345,19,Dump truck,13238
170,224,2792,26,Furniture van,9101
81,130,6490,41,Tented truck,12818
162,252,5561,25,Medium van,9607
52,106,8291,50,Medium van,7139
168,223,9719,57,Medium van,11637
151,294,19,43,Small van,4780
96,171,5276,24,Furniture van,7201
41,56,7894,59,Dump truck,10594
152,294,8822,59,Dump truck,16962
163,229,8778,19,Tented truck,15141
27,39,8431,52,Dump truck,9818
91,165,3443,6,Medium van,5462
171,326,8253,4,Dump truck,16927
135,194,9057,32,Small van,10007
173,263,5707,51,Small van,8876
87,146,6869,46,Refrigerator,11148
7,12,7871,41,Dump truck,8226
